char,dialog,movie,corpus_dialog
FRODO,wish inn business,THE FELLOWSHIP OF THE RING,"Counter({'wish': 1, 'inn': 1, 'business': 1})"
FRODO,excuse,THE FELLOWSHIP OF THE RING,Counter({'excuse': 1})
PIPPIN,still guarding,THE RETURN OF THE KING,"Counter({'still': 1, 'guarding': 1})"
GANDALF,guard hope faint fading hope one day flower king come city fell decay old wisdom born west forsaken kings made tombs splendid houses living counted old names descent dearer names sons childless lords sat aged halls musing heraldry high cold towers asking questions stars people gondor fell ruin line kings failed white tree withered rule gondor given lesser men,THE RETURN OF THE KING,"Counter({'hope': 2, 'fell': 2, 'old': 2, 'kings': 2, 'names': 2, 'gondor': 2, 'guard': 1, 'faint': 1, 'fading': 1, 'one': 1, 'day': 1, 'flower': 1, 'king': 1, 'come': 1, 'city': 1, 'decay': 1, 'wisdom': 1, 'born': 1, 'west': 1, 'forsaken': 1, 'made': 1, 'tombs': 1, 'splendid': 1, 'houses': 1, 'living': 1, 'counted': 1, 'descent': 1, 'dearer': 1, 'sons': 1, 'childless': 1, 'lords': 1, 'sat': 1, 'aged': 1, 'halls': 1, 'musing': 1, 'heraldry': 1, 'high': 1, 'cold': 1, 'towers': 1, 'asking': 1, 'questions': 1, 'stars': 1, 'people': 1, 'ruin': 1, 'line': 1, 'failed': 1, 'white': 1, 'tree': 1, 'withered': 1, 'rule': 1, 'given': 1, 'lesser': 1, 'men': 1})"
PIPPIN,mordor,THE RETURN OF THE KING,Counter({'mordor': 1})
GANDALF,yes lies city dwelt ever sight shadow,THE RETURN OF THE KING,"Counter({'yes': 1, 'lies': 1, 'city': 1, 'dwelt': 1, 'ever': 1, 'sight': 1, 'shadow': 1})"
PIPPIN,storm coming,THE RETURN OF THE KING,"Counter({'storm': 1, 'coming': 1})"
GANDALF,weather world device saurons making broil fume sends ahead host orcs mordor love daylight covers face sun ease passage along road war shadow mordor reaches city begin,THE RETURN OF THE KING,"Counter({'mordor': 2, 'weather': 1, 'world': 1, 'device': 1, 'saurons': 1, 'making': 1, 'broil': 1, 'fume': 1, 'sends': 1, 'ahead': 1, 'host': 1, 'orcs': 1, 'love': 1, 'daylight': 1, 'covers': 1, 'face': 1, 'sun': 1, 'ease': 1, 'passage': 1, 'along': 1, 'road': 1, 'war': 1, 'shadow': 1, 'reaches': 1, 'city': 1, 'begin': 1})"
PIPPIN,well minas tirith impressive next,THE RETURN OF THE KING,"Counter({'well': 1, 'minas': 1, 'tirith': 1, 'impressive': 1, 'next': 1})"
GANDALF,oh late peregrin theres leaving city help must come us,THE RETURN OF THE KING,"Counter({'oh': 1, 'late': 1, 'peregrin': 1, 'theres': 1, 'leaving': 1, 'city': 1, 'help': 1, 'must': 1, 'come': 1, 'us': 1})"
FRODO,know something,THE FELLOWSHIP OF THE RING,"Counter({'know': 1, 'something': 1})"
GANDALF,good gracious,THE FELLOWSHIP OF THE RING,"Counter({'good': 1, 'gracious': 1})"
FRODO,came along bagginses well thought,THE FELLOWSHIP OF THE RING,"Counter({'came': 1, 'along': 1, 'bagginses': 1, 'well': 1, 'thought': 1})"
GANDALF,indeed,THE FELLOWSHIP OF THE RING,Counter({'indeed': 1})
FRODO,never adventures anything unexpected,THE FELLOWSHIP OF THE RING,"Counter({'never': 1, 'adventures': 1, 'anything': 1, 'unexpected': 1})"
GANDALF,youre referring incident dragon barely involved give uncle little nudge door,THE FELLOWSHIP OF THE RING,"Counter({'youre': 1, 'referring': 1, 'incident': 1, 'dragon': 1, 'barely': 1, 'involved': 1, 'give': 1, 'uncle': 1, 'little': 1, 'nudge': 1, 'door': 1})"
FRODO,whatever youve officially labelled disturber peace,THE FELLOWSHIP OF THE RING,"Counter({'whatever': 1, 'youve': 1, 'officially': 1, 'labelled': 1, 'disturber': 1, 'peace': 1})"
GANDALF,oh really,THE FELLOWSHIP OF THE RING,"Counter({'oh': 1, 'really': 1})"
FRODO,gandalf im glad youre back,THE FELLOWSHIP OF THE RING,"Counter({'gandalf': 1, 'im': 1, 'glad': 1, 'youre': 1, 'back': 1})"
SAM,treacherous little toad,THE RETURN OF THE KING,"Counter({'treacherous': 1, 'little': 1, 'toad': 1})"
GOLLUM,master,THE RETURN OF THE KING,Counter({'master': 1})
FRODO,sam leave alone,THE RETURN OF THE KING,"Counter({'sam': 1, 'leave': 1, 'alone': 1})"
SAM,heard mouth means murder us,THE RETURN OF THE KING,"Counter({'heard': 1, 'mouth': 1, 'means': 1, 'murder': 1, 'us': 1})"
GOLLUM,never smeagol wouldnt hurt fly aaaagh horrid fat hobbit hates smeagol makes nasty lies,THE RETURN OF THE KING,"Counter({'smeagol': 2, 'never': 1, 'wouldnt': 1, 'hurt': 1, 'fly': 1, 'aaaagh': 1, 'horrid': 1, 'fat': 1, 'hobbit': 1, 'hates': 1, 'makes': 1, 'nasty': 1, 'lies': 1})"
SAM,miserable little maggot ill stove head,THE RETURN OF THE KING,"Counter({'miserable': 1, 'little': 1, 'maggot': 1, 'ill': 1, 'stove': 1, 'head': 1})"
SAM,call liar youre liar,THE RETURN OF THE KING,"Counter({'liar': 2, 'call': 1, 'youre': 1})"
GOLLUM,waaaah,THE RETURN OF THE KING,Counter({'waaaah': 1})
FRODO,scare lost,THE RETURN OF THE KING,"Counter({'scare': 1, 'lost': 1})"
SAM,dont care cant mr frodo wont wait around kill us,THE RETURN OF THE KING,"Counter({'dont': 1, 'care': 1, 'cant': 1, 'mr': 1, 'frodo': 1, 'wont': 1, 'wait': 1, 'around': 1, 'kill': 1, 'us': 1})"
FRODO,im sending away,THE RETURN OF THE KING,"Counter({'im': 1, 'sending': 1, 'away': 1})"
SAM,dont see hes villain,THE RETURN OF THE KING,"Counter({'dont': 1, 'see': 1, 'hes': 1, 'villain': 1})"
FRODO,cant sam without guide need side,THE RETURN OF THE KING,"Counter({'cant': 1, 'sam': 1, 'without': 1, 'guide': 1, 'need': 1, 'side': 1})"
SAM,ssh gandalfs thinking,THE FELLOWSHIP OF THE RING,"Counter({'ssh': 1, 'gandalfs': 1, 'thinking': 1})"
PIPPIN,im hungry,THE FELLOWSHIP OF THE RING,"Counter({'im': 1, 'hungry': 1})"
FRODO,theres something,THE FELLOWSHIP OF THE RING,"Counter({'theres': 1, 'something': 1})"
GANDALF,gollum,THE FELLOWSHIP OF THE RING,Counter({'gollum': 1})
FRODO,gollum,THE FELLOWSHIP OF THE RING,Counter({'gollum': 1})
GANDALF,hes following us three days,THE FELLOWSHIP OF THE RING,"Counter({'hes': 1, 'following': 1, 'us': 1, 'three': 1, 'days': 1})"
FRODO,escaped dungeons baraddr,THE FELLOWSHIP OF THE RING,"Counter({'escaped': 1, 'dungeons': 1, 'baraddr': 1})"
GANDALF,escaped set loose ring drawn wont ever rid need hates loves ring hates loves smeagols life sad story yes called ring found drove mad,THE FELLOWSHIP OF THE RING,"Counter({'ring': 3, 'hates': 2, 'loves': 2, 'escaped': 1, 'set': 1, 'loose': 1, 'drawn': 1, 'wont': 1, 'ever': 1, 'rid': 1, 'need': 1, 'smeagols': 1, 'life': 1, 'sad': 1, 'story': 1, 'yes': 1, 'called': 1, 'found': 1, 'drove': 1, 'mad': 1})"
FRODO,pity bilbo didnt kill chance,THE FELLOWSHIP OF THE RING,"Counter({'pity': 1, 'bilbo': 1, 'didnt': 1, 'kill': 1, 'chance': 1})"
GANDALF,pity pity stayed bilbos hand many live deserve death many die deserve life give frodo eager deal death judgement even wise cannot see ends heart tells gollum part play yet good ill pity bilbo may rule fate many,THE FELLOWSHIP OF THE RING,"Counter({'pity': 3, 'many': 3, 'deserve': 2, 'death': 2, 'stayed': 1, 'bilbos': 1, 'hand': 1, 'live': 1, 'die': 1, 'life': 1, 'give': 1, 'frodo': 1, 'eager': 1, 'deal': 1, 'judgement': 1, 'even': 1, 'wise': 1, 'cannot': 1, 'see': 1, 'ends': 1, 'heart': 1, 'tells': 1, 'gollum': 1, 'part': 1, 'play': 1, 'yet': 1, 'good': 1, 'ill': 1, 'bilbo': 1, 'may': 1, 'rule': 1, 'fate': 1})"
FRODO,wish ring never come wish none happened,THE FELLOWSHIP OF THE RING,"Counter({'wish': 2, 'ring': 1, 'never': 1, 'come': 1, 'none': 1, 'happened': 1})"
GANDALF,live see times decide decide time given us forces work world frodo besides evil bilbo meant find ring case also meant encouraging thought oh way,THE FELLOWSHIP OF THE RING,"Counter({'decide': 2, 'meant': 2, 'live': 1, 'see': 1, 'times': 1, 'time': 1, 'given': 1, 'us': 1, 'forces': 1, 'work': 1, 'world': 1, 'frodo': 1, 'besides': 1, 'evil': 1, 'bilbo': 1, 'find': 1, 'ring': 1, 'case': 1, 'also': 1, 'encouraging': 1, 'thought': 1, 'oh': 1, 'way': 1})"
FRODO,underhill names underhill,THE FELLOWSHIP OF THE RING,"Counter({'underhill': 2, 'names': 1})"
FRODO,friends gandalf grey tell weve arrived,THE FELLOWSHIP OF THE RING,"Counter({'friends': 1, 'gandalf': 1, 'grey': 1, 'tell': 1, 'weve': 1, 'arrived': 1})"
FRODO,sam hell hell come,THE FELLOWSHIP OF THE RING,"Counter({'hell': 2, 'sam': 1, 'come': 1})"
MERRY,friend pint,THE FELLOWSHIP OF THE RING,"Counter({'friend': 1, 'pint': 1})"
PIPPIN,comes pints,THE FELLOWSHIP OF THE RING,"Counter({'comes': 1, 'pints': 1})"
MERRY,hmmmhmmm,THE FELLOWSHIP OF THE RING,Counter({'hmmmhmmm': 1})
PIPPIN,im getting one,THE FELLOWSHIP OF THE RING,"Counter({'im': 1, 'getting': 1, 'one': 1})"
SAM,youve whole half already,THE FELLOWSHIP OF THE RING,"Counter({'youve': 1, 'whole': 1, 'half': 1, 'already': 1})"
SAM,fellows done nothing stare since arrived,THE FELLOWSHIP OF THE RING,"Counter({'fellows': 1, 'done': 1, 'nothing': 1, 'stare': 1, 'since': 1, 'arrived': 1})"
GANDALF,dear boy,THE FELLOWSHIP OF THE RING,"Counter({'dear': 1, 'boy': 1})"
GANDALF,old friends,THE FELLOWSHIP OF THE RING,"Counter({'old': 1, 'friends': 1})"
GANDALF,bilbo baggins,THE FELLOWSHIP OF THE RING,"Counter({'bilbo': 1, 'baggins': 1})"
GANDALF,good see one hundred eleven years old would believe havent aged day,THE FELLOWSHIP OF THE RING,"Counter({'good': 1, 'see': 1, 'one': 1, 'hundred': 1, 'eleven': 1, 'years': 1, 'old': 1, 'would': 1, 'believe': 1, 'havent': 1, 'aged': 1, 'day': 1})"
GANDALF,tea thank,THE FELLOWSHIP OF THE RING,"Counter({'tea': 1, 'thank': 1})"
SAM,im side mr frodo,THE RETURN OF THE KING,"Counter({'im': 1, 'side': 1, 'mr': 1, 'frodo': 1})"
FRODO,know sam know trust come smeagol,THE RETURN OF THE KING,"Counter({'know': 2, 'sam': 1, 'trust': 1, 'come': 1, 'smeagol': 1})"
ARAGORN,night changes many thoughts sleep eowyn sleep,THE RETURN OF THE KING,"Counter({'sleep': 2, 'night': 1, 'changes': 1, 'many': 1, 'thoughts': 1, 'eowyn': 1})"
MERRY,pippin,THE RETURN OF THE KING,Counter({'pippin': 1})
MERRY,pippin,THE RETURN OF THE KING,Counter({'pippin': 1})
MERRY,pippin mad,THE RETURN OF THE KING,"Counter({'pippin': 1, 'mad': 1})"
PIPPIN,want look one time,THE RETURN OF THE KING,"Counter({'want': 1, 'look': 1, 'one': 1, 'time': 1})"
MERRY,put back,THE RETURN OF THE KING,"Counter({'put': 1, 'back': 1})"
MERRY,pippin,THE RETURN OF THE KING,Counter({'pippin': 1})
MERRY,hes remembered,THE FELLOWSHIP OF THE RING,"Counter({'hes': 1, 'remembered': 1})"
GANDALF,air doesnt smell foul doubt meriadoc always follow nose,THE FELLOWSHIP OF THE RING,"Counter({'air': 1, 'doesnt': 1, 'smell': 1, 'foul': 1, 'doubt': 1, 'meriadoc': 1, 'always': 1, 'follow': 1, 'nose': 1})"
GANDALF,let risk little light behold great realm dwarf city dwarrowdelf,THE FELLOWSHIP OF THE RING,"Counter({'let': 1, 'risk': 1, 'little': 1, 'light': 1, 'behold': 1, 'great': 1, 'realm': 1, 'dwarf': 1, 'city': 1, 'dwarrowdelf': 1})"
SAM,theres eyeopener mistake,THE FELLOWSHIP OF THE RING,"Counter({'theres': 1, 'eyeopener': 1, 'mistake': 1})"
GANDALF,lies balin son fundin lord moria dead feared,THE FELLOWSHIP OF THE RING,"Counter({'lies': 1, 'balin': 1, 'son': 1, 'fundin': 1, 'lord': 1, 'moria': 1, 'dead': 1, 'feared': 1})"
GANDALF,taken bridge second hall barred gates cannot hold long ground shakes drums drums deep cannot get shadow moves dark cannot get coming,THE FELLOWSHIP OF THE RING,"Counter({'cannot': 3, 'drums': 2, 'get': 2, 'taken': 1, 'bridge': 1, 'second': 1, 'hall': 1, 'barred': 1, 'gates': 1, 'hold': 1, 'long': 1, 'ground': 1, 'shakes': 1, 'deep': 1, 'shadow': 1, 'moves': 1, 'dark': 1, 'coming': 1})"
GANDALF,fool took throw next time rid us stupidity,THE FELLOWSHIP OF THE RING,"Counter({'fool': 1, 'took': 1, 'throw': 1, 'next': 1, 'time': 1, 'rid': 1, 'us': 1, 'stupidity': 1})"
ARAGORN,get back stay close gandalf,THE FELLOWSHIP OF THE RING,"Counter({'get': 1, 'back': 1, 'stay': 1, 'close': 1, 'gandalf': 1})"
FRODO,excuse man corner,THE FELLOWSHIP OF THE RING,"Counter({'excuse': 1, 'man': 1, 'corner': 1})"
FRODO,strider,THE FELLOWSHIP OF THE RING,Counter({'strider': 1})
PIPPIN,baggins sure know baggins hes frodo baggins hes second cousin removed mothers side third cousin twice removed fathers side follow,THE FELLOWSHIP OF THE RING,"Counter({'baggins': 3, 'hes': 2, 'cousin': 2, 'removed': 2, 'side': 2, 'sure': 1, 'know': 1, 'frodo': 1, 'second': 1, 'mothers': 1, 'third': 1, 'twice': 1, 'fathers': 1, 'follow': 1})"
FRODO,pippin,THE FELLOWSHIP OF THE RING,Counter({'pippin': 1})
PIPPIN,steady,THE FELLOWSHIP OF THE RING,Counter({'steady': 1})
ARAGORN,draw far much attention mr underhill,THE FELLOWSHIP OF THE RING,"Counter({'draw': 1, 'far': 1, 'much': 1, 'attention': 1, 'mr': 1, 'underhill': 1})"
ARAGORN,little caution trinket carry,THE FELLOWSHIP OF THE RING,"Counter({'little': 1, 'caution': 1, 'trinket': 1, 'carry': 1})"
FRODO,carry nothing,THE FELLOWSHIP OF THE RING,"Counter({'carry': 1, 'nothing': 1})"
ARAGORN,indeed avoid seen wish disappear entirely rare gift,THE FELLOWSHIP OF THE RING,"Counter({'indeed': 1, 'avoid': 1, 'seen': 1, 'wish': 1, 'disappear': 1, 'entirely': 1, 'rare': 1, 'gift': 1})"
GANDALF,tea thank,THE FELLOWSHIP OF THE RING,"Counter({'tea': 1, 'thank': 1})"
GANDALF,mean go plan,THE FELLOWSHIP OF THE RING,"Counter({'mean': 1, 'go': 1, 'plan': 1})"
GANDALF,frodo suspects something,THE FELLOWSHIP OF THE RING,"Counter({'frodo': 1, 'suspects': 1, 'something': 1})"
GANDALF,tell wont,THE FELLOWSHIP OF THE RING,"Counter({'tell': 1, 'wont': 1})"
MERRY,pippin,THE RETURN OF THE KING,Counter({'pippin': 1})
MERRY,pippin,THE RETURN OF THE KING,Counter({'pippin': 1})
MERRY,help gandalf help,THE RETURN OF THE KING,"Counter({'help': 2, 'gandalf': 1})"
MERRY,pippin,THE RETURN OF THE KING,Counter({'pippin': 1})
GANDALF,fool took,THE RETURN OF THE KING,"Counter({'fool': 1, 'took': 1})"
PIPPIN,gandalf forgive,THE RETURN OF THE KING,"Counter({'gandalf': 1, 'forgive': 1})"
GANDALF,look see,THE RETURN OF THE KING,"Counter({'look': 1, 'see': 1})"
PIPPIN,tree white tree courtyard stone dead city burning,THE RETURN OF THE KING,"Counter({'tree': 2, 'white': 1, 'courtyard': 1, 'stone': 1, 'dead': 1, 'city': 1, 'burning': 1})"
GANDALF,minas tirith saw,THE RETURN OF THE KING,"Counter({'minas': 1, 'tirith': 1, 'saw': 1})"
GIMLI,agh let come theres one dwarf yet moria still draws breath,THE FELLOWSHIP OF THE RING,"Counter({'agh': 1, 'let': 1, 'come': 1, 'theres': 1, 'one': 1, 'dwarf': 1, 'yet': 1, 'moria': 1, 'still': 1, 'draws': 1, 'breath': 1})"
ARAGORN,frightened,THE FELLOWSHIP OF THE RING,Counter({'frightened': 1})
ARAGORN,nearly frightened enough know hunts,THE FELLOWSHIP OF THE RING,"Counter({'nearly': 1, 'frightened': 1, 'enough': 1, 'know': 1, 'hunts': 1})"
SAM,let go ill longshanks,THE FELLOWSHIP OF THE RING,"Counter({'let': 1, 'go': 1, 'ill': 1, 'longshanks': 1})"
ARAGORN,stout heart little hobbit save longer wait wizard frodo theyre coming,THE FELLOWSHIP OF THE RING,"Counter({'stout': 1, 'heart': 1, 'little': 1, 'hobbit': 1, 'save': 1, 'longer': 1, 'wait': 1, 'wizard': 1, 'frodo': 1, 'theyre': 1, 'coming': 1})"
ARAGORN,men great kings men sauron deciever gave nine rings power blinded greed took without question one one falling darkness slaves nazgl ringwraiths neither living dead times feel presence ring drawn power one never stop hunting,THE FELLOWSHIP OF THE RING,"Counter({'one': 3, 'men': 2, 'power': 2, 'great': 1, 'kings': 1, 'sauron': 1, 'deciever': 1, 'gave': 1, 'nine': 1, 'rings': 1, 'blinded': 1, 'greed': 1, 'took': 1, 'without': 1, 'question': 1, 'falling': 1, 'darkness': 1, 'slaves': 1, 'nazgl': 1, 'ringwraiths': 1, 'neither': 1, 'living': 1, 'dead': 1, 'times': 1, 'feel': 1, 'presence': 1, 'ring': 1, 'drawn': 1, 'never': 1, 'stop': 1, 'hunting': 1})"
FRODO,taking us,THE FELLOWSHIP OF THE RING,"Counter({'taking': 1, 'us': 1})"
MERRY,know strider friend gandalf,THE FELLOWSHIP OF THE RING,"Counter({'know': 1, 'strider': 1, 'friend': 1, 'gandalf': 1})"
FRODO,think servant enemy would look fairer feel fouler,THE FELLOWSHIP OF THE RING,"Counter({'think': 1, 'servant': 1, 'enemy': 1, 'would': 1, 'look': 1, 'fairer': 1, 'feel': 1, 'fouler': 1})"
MERRY,hes foul enough,THE FELLOWSHIP OF THE RING,"Counter({'hes': 1, 'foul': 1, 'enough': 1})"
FRODO,choice trust,THE FELLOWSHIP OF THE RING,"Counter({'choice': 1, 'trust': 1})"
GANDALF,hes fond,THE FELLOWSHIP OF THE RING,"Counter({'hes': 1, 'fond': 1})"
PIPPIN,saw saw could hear voice head,THE RETURN OF THE KING,"Counter({'saw': 2, 'could': 1, 'hear': 1, 'voice': 1, 'head': 1})"
GANDALF,tell speak,THE RETURN OF THE KING,"Counter({'tell': 1, 'speak': 1})"
PIPPIN,asked name didnt answer hurt,THE RETURN OF THE KING,"Counter({'asked': 1, 'name': 1, 'didnt': 1, 'answer': 1, 'hurt': 1})"
GANDALF,tell frodo ring,THE RETURN OF THE KING,"Counter({'tell': 1, 'frodo': 1, 'ring': 1})"
GANDALF,lie pippins eyes fool honest fool remains,THE RETURN OF THE KING,"Counter({'fool': 2, 'lie': 1, 'pippins': 1, 'eyes': 1, 'honest': 1, 'remains': 1})"
GANDALF,told sauron nothing frodo ring weve strangely fortunate pippin saw palantir glimpse enemys plan sauron moves strike city minas tirith,THE RETURN OF THE KING,"Counter({'sauron': 2, 'told': 1, 'nothing': 1, 'frodo': 1, 'ring': 1, 'weve': 1, 'strangely': 1, 'fortunate': 1, 'pippin': 1, 'saw': 1, 'palantir': 1, 'glimpse': 1, 'enemys': 1, 'plan': 1, 'moves': 1, 'strike': 1, 'city': 1, 'minas': 1, 'tirith': 1})"
GANDALF,defeat helms deep showed enemy one thing knows heir elendil come forth men weak supposed courage still strength enough perhaps challenge sauron fears risk peoples middle earth uniting one banner raze minas tirith ground sees king return throne men beacons gondor lit rohan must ready war,THE RETURN OF THE KING,"Counter({'one': 2, 'men': 2, 'defeat': 1, 'helms': 1, 'deep': 1, 'showed': 1, 'enemy': 1, 'thing': 1, 'knows': 1, 'heir': 1, 'elendil': 1, 'come': 1, 'forth': 1, 'weak': 1, 'supposed': 1, 'courage': 1, 'still': 1, 'strength': 1, 'enough': 1, 'perhaps': 1, 'challenge': 1, 'sauron': 1, 'fears': 1, 'risk': 1, 'peoples': 1, 'middle': 1, 'earth': 1, 'uniting': 1, 'banner': 1, 'raze': 1, 'minas': 1, 'tirith': 1, 'ground': 1, 'sees': 1, 'king': 1, 'return': 1, 'throne': 1, 'beacons': 1, 'gondor': 1, 'lit': 1, 'rohan': 1, 'must': 1, 'ready': 1, 'war': 1})"
THEODEN,tell ride aid come owe gondor,THE RETURN OF THE KING,"Counter({'tell': 1, 'ride': 1, 'aid': 1, 'come': 1, 'owe': 1, 'gondor': 1})"
ARAGORN,must warned,THE RETURN OF THE KING,"Counter({'must': 1, 'warned': 1})"
SAM,leading us,THE FELLOWSHIP OF THE RING,"Counter({'leading': 1, 'us': 1})"
ARAGORN,rivendell master gamgee house elrond,THE FELLOWSHIP OF THE RING,"Counter({'rivendell': 1, 'master': 1, 'gamgee': 1, 'house': 1, 'elrond': 1})"
SAM,dyou hear rivendell going see elves,THE FELLOWSHIP OF THE RING,"Counter({'dyou': 1, 'hear': 1, 'rivendell': 1, 'going': 1, 'see': 1, 'elves': 1})"
ARAGORN,gentlemen stop til nightfall,THE FELLOWSHIP OF THE RING,"Counter({'gentlemen': 1, 'stop': 1, 'til': 1, 'nightfall': 1})"
PIPPIN,breakfast,THE FELLOWSHIP OF THE RING,Counter({'breakfast': 1})
ARAGORN,youve already,THE FELLOWSHIP OF THE RING,"Counter({'youve': 1, 'already': 1})"
PIPPIN,weve one yes second breakfast,THE FELLOWSHIP OF THE RING,"Counter({'weve': 1, 'one': 1, 'yes': 1, 'second': 1, 'breakfast': 1})"
MERRY,dont think knows second breakfast pippin,THE FELLOWSHIP OF THE RING,"Counter({'dont': 1, 'think': 1, 'knows': 1, 'second': 1, 'breakfast': 1, 'pippin': 1})"
PIPPIN,elvenses luncheon afternoon tea dinner supper knows doesnt,THE FELLOWSHIP OF THE RING,"Counter({'elvenses': 1, 'luncheon': 1, 'afternoon': 1, 'tea': 1, 'dinner': 1, 'supper': 1, 'knows': 1, 'doesnt': 1})"
MERRY,wouldnt count,THE FELLOWSHIP OF THE RING,"Counter({'wouldnt': 1, 'count': 1})"
MERRY,pippin,THE FELLOWSHIP OF THE RING,Counter({'pippin': 1})
GANDALF,must come minas tirith another road follow river look black ships understand things motion cannot undone ride minas tirith wont going alone,THE RETURN OF THE KING,"Counter({'minas': 2, 'tirith': 2, 'must': 1, 'come': 1, 'another': 1, 'road': 1, 'follow': 1, 'river': 1, 'look': 1, 'black': 1, 'ships': 1, 'understand': 1, 'things': 1, 'motion': 1, 'cannot': 1, 'undone': 1, 'ride': 1, 'wont': 1, 'going': 1, 'alone': 1})"
GANDALF,hobbits peregrin took worst hurry hurry,THE RETURN OF THE KING,"Counter({'hurry': 2, 'hobbits': 1, 'peregrin': 1, 'took': 1, 'worst': 1})"
MERRY,look always look,THE RETURN OF THE KING,"Counter({'look': 2, 'always': 1})"
PIPPIN,dont know cant help,THE RETURN OF THE KING,"Counter({'dont': 1, 'know': 1, 'cant': 1, 'help': 1})"
PIPPIN,im sorry alright wont,THE RETURN OF THE KING,"Counter({'im': 1, 'sorry': 1, 'alright': 1, 'wont': 1})"
MERRY,dont understand enemy thinks ring going looking pip get,THE RETURN OF THE KING,"Counter({'dont': 1, 'understand': 1, 'enemy': 1, 'thinks': 1, 'ring': 1, 'going': 1, 'looking': 1, 'pip': 1, 'get': 1})"
PIPPIN,youre coming merry,THE RETURN OF THE KING,"Counter({'youre': 1, 'coming': 1, 'merry': 1})"
PIPPIN,far minas tirith,THE RETURN OF THE KING,"Counter({'far': 1, 'minas': 1, 'tirith': 1})"
GANDALF,three days ride nazgl flies youd better hope dont one tail,THE RETURN OF THE KING,"Counter({'three': 1, 'days': 1, 'ride': 1, 'nazgl': 1, 'flies': 1, 'youd': 1, 'better': 1, 'hope': 1, 'dont': 1, 'one': 1, 'tail': 1})"
MERRY,something road,THE RETURN OF THE KING,"Counter({'something': 1, 'road': 1})"
PIPPIN,last longbottom leaf,THE RETURN OF THE KING,"Counter({'last': 1, 'longbottom': 1, 'leaf': 1})"
